,a,b,label,logit_diff
31520,book,mouse,True,4.2578125
31521,mouse,book,False,-1.546875
31522,van,planet,False,-3.234375
31523,planet,van,True,2.515625
31524,iguana,marmoset,True,4.234375
31525,marmoset,iguana,False,-0.859375
31526,pavilion,coral,False,-0.78125
31527,coral,pavilion,True,3.671875
31528,county,toy car,True,5.515625
31529,toy car,county,False,-3.40625
31530,wok,kitchen utensil holder,True,2.8125
31531,kitchen utensil holder,wok,False,-1.015625
31532,apple,brussel sprout,True,6.09375
31533,brussel sprout,apple,False,-1.578125
31534,spoon,stand mixer,False,-0.75
31535,stand mixer,spoon,True,5.3203125
31536,planet,capital building,True,1.9375
31537,capital building,planet,False,-1.859375
31538,great white shark,universe,False,-3.359375
31539,universe,great white shark,True,1.90625
31540,residential building,county,False,-1.890625
31541,county,residential building,True,3.5625
31542,sea snail,giraffe,False,-2.65625
31543,giraffe,sea snail,True,4.3046875
31544,oak tree,strainer,True,1.796875
31545,strainer,oak tree,False,-3.046875
31546,planet,fork,True,4.4765625
31547,fork,planet,False,-2.84375
31548,canyon,microwave,True,4.265625
31549,microwave,canyon,False,-2.859375
31550,slow cooker,highway,False,-2.609375
31551,highway,slow cooker,True,4.78125
31552,mole,observable universe,False,-0.765625
31553,observable universe,mole,True,2.875
31554,raccoon,pick up truck,False,-2.515625
31555,pick up truck,raccoon,True,2.328125
31556,bridge,supercluster,False,-0.359375
31557,supercluster,bridge,True,4.4921875
31558,spider,guinea pig,True,3.765625
31559,guinea pig,spider,False,-1.0
31560,bench,parliament,False,-1.203125
31561,parliament,bench,True,5.078125
31562,gulf,power pole,True,2.90625
31563,power pole,gulf,False,-0.9375
31564,salmon,fountain,True,2.375
31565,fountain,salmon,False,-1.265625
31566,chipmunk,humpback whale,False,-3.21875
31567,humpback whale,chipmunk,True,4.5546875
31568,metropolis,Lego brick,True,2.046875
31569,Lego brick,metropolis,False,-2.421875
31570,lighthouse,potato chip,True,2.0625
31571,potato chip,lighthouse,False,-2.265625
31572,bonobo,ping pong ball,True,3.25
31573,ping pong ball,bonobo,False,-2.15625
31574,blender,train,False,-1.328125
31575,train,blender,True,4.8515625
31576,grain of sand,range,False,-1.59375
31577,range,grain of sand,True,3.4375
31578,slide,pea pod,True,4.515625
31579,pea pod,slide,False,-0.53125
31580,synagogue,paper clip,True,3.0859375
31581,paper clip,synagogue,False,-1.4375
31582,rubber band,fourplex,False,-0.359375
31583,fourplex,rubber band,True,3.6640625
31584,crocodile,salamander,True,4.578125
31585,salamander,crocodile,False,-3.375
31586,mailbox,oil tanker,False,-3.203125
31587,oil tanker,mailbox,True,0.765625
31588,hippo,spatula,True,1.578125
31589,spatula,hippo,False,-2.515625
31590,skateboard,virus,True,1.453125
31591,virus,skateboard,False,-2.296875
31592,koala,blue whale,False,-3.328125
31593,blue whale,koala,True,3.8125
31594,tugboat,jet ski,True,1.921875
31595,jet ski,tugboat,False,-1.828125
31596,ping pong ball,hemisphere,False,-1.328125
31597,hemisphere,ping pong ball,True,4.203125
31598,county,helicopter,True,3.171875
31599,helicopter,county,False,-1.53125
31600,newspaper,microwave,True,5.0546875
31601,microwave,newspaper,False,-0.40625
31602,sea urchin,banana tree,False,-1.078125
31603,banana tree,sea urchin,True,2.734375
31604,blue whale,pea pod,True,4.796875
31605,pea pod,blue whale,False,-3.390625
31606,pea,cow,False,-3.078125
31607,cow,pea,True,5.234375
31608,elephant,cake pan,True,5.0078125
31609,cake pan,elephant,False,-2.875
31610,cat,seahorse,True,1.6875
31611,seahorse,cat,False,-2.109375
31612,microscope,rock,False,-1.578125
31613,rock,microscope,True,3.015625
31614,city hall,peppercorn,True,1.296875
31615,peppercorn,city hall,False,-2.9375
31616,measuring spoon,palace,False,-2.328125
31617,palace,measuring spoon,True,2.078125
31618,rubber band,patas monkey,False,-1.828125
31619,patas monkey,rubber band,True,2.0625
31620,neighborhood,building,True,2.390625
31621,building,neighborhood,False,-1.34375
31622,cake pan,lighthouse,False,-1.5
31623,lighthouse,cake pan,True,4.171875
31624,triplex,picnic table,True,3.328125
31625,picnic table,triplex,False,-1.546875
31626,mushroom cap,car,False,-3.609375
31627,car,mushroom cap,True,2.65625
31628,guenon,platypus,True,3.484375
31629,platypus,guenon,False,-1.109375
31630,weasel,rabbit,False,-1.3125
31631,rabbit,weasel,True,3.0
31632,virus,restaurant,False,-2.34375
31633,restaurant,virus,True,1.5
31634,warehouse,insectivorous bat,True,1.0
31635,insectivorous bat,warehouse,False,-3.03125
31636,tamarin,hippo,False,-2.96875
31637,hippo,tamarin,True,2.6875
31638,gorilla,bee,True,4.515625
31639,bee,gorilla,False,-3.9375
31640,tundra,drawer,True,3.109375
31641,drawer,tundra,False,-1.890625
31642,pencil,condominium,False,-2.8125
31643,condominium,pencil,True,2.859375
31644,forklift,uakari,False,-0.640625
31645,uakari,forklift,True,3.2421875
31646,volleyball,soap dispenser,True,4.28125
31647,soap dispenser,volleyball,False,-0.640625
31648,roasting pan,van,False,-1.328125
31649,van,roasting pan,True,3.4921875
31650,cake pan,canyon,False,-2.28125
31651,canyon,cake pan,True,4.578125
31652,continent,cupcake,True,5.2109375
31653,cupcake,continent,False,-2.828125
31654,supercluster,temple,True,4.265625
31655,temple,supercluster,False,-1.515625
31656,millipede,wombat,False,-2.6875
31657,wombat,millipede,True,3.0
31658,rock,bacteria,True,4.140625
31659,bacteria,rock,False,-3.5
31660,ferret,tetra,False,-2.34375
31661,tetra,ferret,True,1.5625
31662,pea,space station,False,-2.421875
31663,space station,pea,True,2.1875
31664,palace,cosmic web,False,-1.71875
31665,cosmic web,palace,True,4.046875
31666,rowboat,railroad,False,-1.828125
31667,railroad,rowboat,True,5.6796875
31668,chopstick,saki,False,-1.09375
31669,saki,chopstick,True,4.8203125
31670,lake,trailer,True,2.53125
31671,trailer,lake,False,-2.21875
31672,measuring spoon,hippopotamus,False,-1.125
31673,hippopotamus,measuring spoon,True,3.046875
31674,office building,snake,True,2.515625
31675,snake,office building,False,-1.421875
31676,lawn chair,stapler,True,4.234375
31677,stapler,lawn chair,False,-0.84375
31678,factory,laptop,True,2.296875
31679,laptop,factory,False,-2.46875
31680,chameleon,redwood tree,False,-3.625
31681,redwood tree,chameleon,True,2.390625
31682,calculator,hemisphere,False,-1.21875
31683,hemisphere,calculator,True,4.1328125
31684,electron,proton,False,-1.171875
31685,proton,electron,True,5.59375
31686,fig,rainbow trout,True,2.03125
31687,rainbow trout,fig,False,-1.921875
31688,kitchen cart,mall,False,-2.671875
31689,mall,kitchen cart,True,3.46875
31690,tree,crutches,True,3.765625
31691,crutches,tree,False,-1.421875
31692,millipede,range,False,-1.90625
31693,range,millipede,True,2.203125
31694,blade of grass,ocean liner,False,-2.609375
31695,ocean liner,blade of grass,True,1.359375
31696,factory,toaster,True,4.6171875
31697,toaster,factory,False,-2.21875
31698,redwood tree,corkscrew,True,1.96875
31699,corkscrew,redwood tree,False,-3.328125
31700,duck,grape tomato,True,2.828125
31701,grape tomato,duck,False,-1.625
31702,kayak,office building,False,-3.453125
31703,office building,kayak,True,1.0625
31704,dust mite,highlighter,False,-1.96875
31705,highlighter,dust mite,True,4.421875
31706,microwave,fortress,False,-1.15625
31707,fortress,microwave,True,3.9765625
31708,whale,great white shark,True,3.828125
31709,great white shark,whale,False,-1.671875
31710,multicellular organism,temple,True,3.28125
31711,temple,multicellular organism,False,-0.59375
31712,measuring spoon,gorilla,False,-1.453125
31713,gorilla,measuring spoon,True,2.203125
31714,titi,oak tree,False,-2.40625
31715,oak tree,titi,True,2.90625
31716,helicopter,mouse lemur,True,3.515625
31717,mouse lemur,helicopter,False,-1.125
31718,jungle,dog,True,4.84375
31719,dog,jungle,False,-2.5
31720,dinghy,factory,False,-3.078125
31721,factory,dinghy,True,0.75
31722,cosmic web,ferret,True,0.390625
31723,ferret,cosmic web,False,-3.59375
31724,vole,giraffe,False,-4.3984375
31725,giraffe,vole,True,4.5078125
31726,store,birdhouse,True,3.21875
31727,birdhouse,store,False,-1.6875
31728,mouse,gibbon,False,-2.984375
31729,gibbon,mouse,True,3.71875
31730,tundra,rolling pin,True,2.96875
31731,rolling pin,tundra,False,-2.515625
31732,stadium,die,True,2.4375
31733,die,stadium,False,-1.421875
31734,skewer,giraffe,False,-0.953125
31735,giraffe,skewer,True,3.25
31736,stapler,light fixture,False,-0.59375
31737,light fixture,stapler,True,3.984375
31738,plane,pressure cooker,True,4.6484375
31739,pressure cooker,plane,False,-3.46875
31740,goldfish,great white shark,False,-4.203125
31741,great white shark,goldfish,True,4.7890625
31742,playing card,photo,False,-0.53125
31743,photo,playing card,True,5.859375
31744,dust mite,submarine,False,-2.609375
31745,submarine,dust mite,True,1.015625
31746,patas monkey,crouton,True,2.09375
31747,crouton,patas monkey,False,-1.640625
31748,platypus,camper,False,-1.734375
31749,camper,platypus,True,2.953125
31750,pylon,staple remover,True,3.9609375
31751,staple remover,pylon,False,-0.5
31752,binder clip,rowboat,False,-2.0625
31753,rowboat,binder clip,True,2.296875
31754,guppy,star,False,-1.890625
31755,star,guppy,True,4.1796875
31756,dumpster,continent,False,-3.203125
31757,continent,dumpster,True,1.328125
31758,bulldozer,marmoset,True,2.328125
31759,marmoset,bulldozer,False,-3.078125
31760,whisk,indri,False,-0.765625
31761,indri,whisk,True,3.03125
31762,dune,centipede,True,2.71875
31763,centipede,dune,False,-1.671875
31764,blade of grass,gulf,False,-0.875
31765,gulf,blade of grass,True,3.3125
31766,newspaper,multicellular organism,False,-0.171875
31767,multicellular organism,newspaper,True,3.7109375
31768,kangaroo,star,False,-1.375
31769,star,kangaroo,True,4.078125
31770,county,tortilla chip,True,1.390625
31771,tortilla chip,county,False,-2.234375
31772,ocean liner,sheep,True,2.171875
31773,sheep,ocean liner,False,-3.328125
31774,pen,sunflower,False,-2.765625
31775,sunflower,pen,True,3.0625
31776,RV,inchworm,True,2.046875
31777,inchworm,RV,False,-2.265625
31778,sunflower,highway,False,-2.53125
31779,highway,sunflower,True,1.265625
31780,house,slow cooker,True,4.59375
31781,slow cooker,house,False,-3.6875
31782,space shuttle,ATV,True,3.140625
31783,ATV,space shuttle,False,-1.296875
31784,speedboat,galaxy cluster,False,-3.390625
31785,galaxy cluster,speedboat,True,3.84375
31786,pika,weasel,True,2.6875
31787,weasel,pika,False,-1.671875
31788,ape,push pin,True,4.0859375
31789,push pin,ape,False,-1.796875
31790,hoe,dock,False,-0.375
31791,dock,hoe,True,3.546875
31792,meteor,salamander,True,3.484375
31793,salamander,meteor,False,-2.046875
31794,angelfish,chicken nugget,True,4.1015625
31795,chicken nugget,angelfish,False,-0.1875
31796,minnow,howler monkey,False,-3.53125
31797,howler monkey,minnow,True,0.640625
31798,stapler,pasta,False,-1.53125
31799,pasta,stapler,True,2.796875
31800,goldfish,guenon,False,-2.25
31801,guenon,goldfish,True,3.015625
31802,tractor,laptop,True,4.4296875
31803,laptop,tractor,False,-1.484375
31804,paper weight,lighthouse,False,-1.265625
31805,lighthouse,paper weight,True,4.4765625
31806,ant,monument,False,-1.890625
31807,monument,ant,True,4.65625
31808,neighborhood,crouton,True,2.484375
31809,crouton,neighborhood,False,-2.078125
31810,highway,crosswalk,True,5.09375
31811,crosswalk,highway,False,-2.28125
31812,fountain,crouton,True,3.03125
31813,crouton,fountain,False,-1.078125
31814,saucepan,oak tree,False,-3.03125
31815,oak tree,saucepan,True,4.21875
31816,shark,gerbil,True,3.46875
31817,gerbil,shark,False,-2.875
31818,cosmic web,treeshrew,True,0.9375
31819,treeshrew,cosmic web,False,-3.3125
31820,nautilus,moon,False,-1.625
31821,moon,nautilus,True,3.203125
31822,observable universe,blade of grass,True,2.671875
31823,blade of grass,observable universe,False,-0.9375
31824,bus station,placemat,True,2.109375
31825,placemat,bus station,False,-1.921875
31826,cosmic microwave background radiation,drone,True,0.515625
31827,drone,cosmic microwave background radiation,False,-3.140625
31828,flying fox,measuring spoon,True,2.734375
31829,measuring spoon,flying fox,False,-1.40625
31830,go kart,fire station,False,-2.890625
31831,fire station,go kart,True,2.015625
31832,humpback whale,chopstick,True,1.953125
31833,chopstick,humpback whale,False,-2.34375
31834,doctor's office,county,False,-1.90625
31835,county,doctor's office,True,2.78125
31836,pinhead,centipede,False,-1.40625
31837,centipede,pinhead,True,2.3125
31838,star,potato chip,True,5.1796875
31839,potato chip,star,False,-2.984375
31840,raccoon,swordfish,False,-0.125
31841,swordfish,raccoon,True,4.28125
31842,canyon,growler,True,3.234375
31843,growler,canyon,False,-2.015625
31844,dog,river,False,-1.859375
31845,river,dog,True,4.7890625
31846,pier,shovel,True,4.90625
31847,shovel,pier,False,-0.09375
31848,millipede,shovel,False,-2.25
31849,shovel,millipede,True,3.578125
31850,Lego brick,gulf,False,-1.203125
31851,gulf,Lego brick,True,3.921875
31852,courthouse,suburb,False,-2.296875
31853,suburb,courthouse,True,3.046875
31854,castle,bowling ball,True,4.1328125
31855,bowling ball,castle,False,-0.109375
31856,lake,blade of grass,True,3.046875
31857,blade of grass,lake,False,-2.890625
31858,pinhead,tongs,False,-1.0625
31859,tongs,pinhead,True,3.9765625
31860,pea pod,sea,False,-1.75
31861,sea,pea pod,True,5.4609375
31862,alligator,potato chip,True,2.71875
31863,potato chip,alligator,False,-2.71875
31864,chipmunk,llama,False,-0.59375
31865,llama,chipmunk,True,5.7265625
31866,bulldozer,doghouse,True,4.640625
31867,doghouse,bulldozer,False,-1.359375
31868,giraffe,dishwasher,True,4.71875
31869,dishwasher,giraffe,False,-1.84375
31870,river barge,indri,False,-1.015625
31871,indri,river barge,True,2.59375
31872,chili pepper,millipede,True,3.515625
31873,millipede,chili pepper,False,-1.125
31874,dock,canoe,True,4.953125
31875,canoe,dock,False,-2.140625
31876,capybara,sty,True,4.1015625
31877,sty,capybara,False,-0.34375
31878,tater tot,sunflower,False,-1.375
31879,sunflower,tater tot,True,3.78125
31880,paper clip,cabin,False,-1.828125
31881,cabin,paper clip,True,4.1796875
31882,goat,squirrel,True,4.1640625
31883,squirrel,goat,False,-2.625
31884,palace,printer,True,3.03125
31885,printer,palace,False,-1.90625
31886,seahorse,water tower,False,-0.921875
31887,water tower,seahorse,True,2.84375
31888,corkscrew,flower,False,-1.875
31889,flower,corkscrew,True,2.265625
31890,birdhouse,cosmic web,False,-2.28125
31891,cosmic web,birdhouse,True,2.71875
31892,staple remover,metropolis,False,-1.84375
31893,metropolis,staple remover,True,3.40625
31894,pea pod,berg,False,-0.796875
31895,berg,pea pod,True,4.5078125
31896,worm,rock,False,-1.921875
31897,rock,worm,True,4.6484375
31898,coral,drone,True,3.015625
31899,drone,coral,False,-1.765625
31900,raccoon,chipmunk,True,5.046875
31901,chipmunk,raccoon,False,-0.703125
31902,neon tetra,microwave,False,-3.6875
31903,microwave,neon tetra,True,0.0
31904,grater,toy car,True,4.859375
31905,toy car,grater,False,-0.4375
31906,playing card,memorial,False,-1.453125
31907,memorial,playing card,True,2.625
31908,apartment building,birdhouse,True,3.796875
31909,birdhouse,apartment building,False,-1.703125
31910,dock,millipede,True,2.796875
31911,millipede,dock,False,-1.21875
31912,humpback whale,flea,True,4.71875
31913,flea,humpback whale,False,-2.984375
31914,candle,redwood tree,False,-3.921875
31915,redwood tree,candle,True,3.890625
31916,cave,weasel,True,3.0625
31917,weasel,cave,False,-2.140625
31918,butterfly,banana tree,False,-3.203125
31919,banana tree,butterfly,True,1.046875
31920,capital building,elephant shrew,True,3.515625
31921,elephant shrew,capital building,False,-0.921875
31922,highway,drawer,True,3.984375
31923,drawer,highway,False,-2.53125
31924,memorial,ocean,False,-2.46875
31925,ocean,memorial,True,2.34375
31926,dust mite,ambulance,False,-4.28125
31927,ambulance,dust mite,True,4.21875
31928,rolling pin,chopstick,True,3.75
31929,chopstick,rolling pin,False,-0.40625
31930,hangar,umbrella,True,4.3515625
31931,umbrella,hangar,False,-0.234375
31932,flower,pizza cutter,True,2.984375
31933,pizza cutter,flower,False,-0.734375
31934,railroad,skateboard,True,3.296875
31935,skateboard,railroad,False,-1.3125
31936,continent,mausoleum,True,5.6953125
31937,mausoleum,continent,False,-2.703125
31938,jumbo jet,chicken,True,3.0
31939,chicken,jumbo jet,False,-0.6875
31940,moon,potato,True,3.890625
31941,potato,moon,False,-2.5625
31942,bacteria,cricket,False,-3.546875
31943,cricket,bacteria,True,1.90625
31944,tadpole,swordfish,False,-3.234375
31945,swordfish,tadpole,True,4.03125
31946,city hall,forklift,True,3.1875
31947,forklift,city hall,False,-2.453125
31948,power pole,rubber ducky,True,2.953125
31949,rubber ducky,power pole,False,-2.03125
31950,slide,measuring spoon,True,4.109375
31951,measuring spoon,slide,False,-0.03125
31952,seaplane,bulldozer,True,3.28125
31953,bulldozer,seaplane,False,-0.609375
31954,windsurfer,building,False,-2.421875
31955,building,windsurfer,True,2.21875
31956,kitchen chair,city hall,False,-2.484375
31957,city hall,kitchen chair,True,2.5625
31958,church,binder clip,True,4.6328125
31959,binder clip,church,False,-2.15625
31960,van,seahorse,True,2.640625
31961,seahorse,van,False,-2.796875
31962,goldfish,sifaka,False,-2.78125
31963,sifaka,goldfish,True,2.078125
31964,laptop,softball,False,-0.5625
31965,softball,laptop,True,3.15625
31966,trailer,garden hose,True,3.734375
31967,garden hose,trailer,False,-0.6875
31968,crouton,university,False,-2.28125
31969,university,crouton,True,3.546875
31970,action figure,highway,False,-2.453125
31971,highway,action figure,True,1.453125
31972,planet,moth,True,4.3828125
31973,moth,planet,False,-4.328125
31974,kitchen utensil holder,country,False,-2.734375
31975,country,kitchen utensil holder,True,2.90625
31976,compass,dune,False,-2.0
31977,dune,compass,True,2.453125
31978,sea cucumber,helicopter,False,-1.9375
31979,helicopter,sea cucumber,True,3.15625
31980,peppercorn,fig,False,-2.234375
31981,fig,peppercorn,True,4.9609375
31982,chicken wing,school,False,-0.484375
31983,school,chicken wing,True,3.140625
31984,flying fox,grape tomato,True,3.828125
31985,grape tomato,flying fox,False,-1.140625
31986,RV,cosmic web,False,-2.25
31987,cosmic web,RV,True,1.703125
31988,humpback whale,sea cucumber,True,4.484375
31989,sea cucumber,humpback whale,False,-4.171875
31990,zester,toy car,True,4.0703125
31991,toy car,zester,False,-1.625
31992,lobster,sea urchin,True,4.578125
31993,sea urchin,lobster,False,-1.109375
31994,parking meter,whale,False,-0.359375
31995,whale,parking meter,True,3.859375
31996,binder clip,lighthouse,False,-0.3125
31997,lighthouse,binder clip,True,4.546875
31998,bead,sea,False,-1.796875
31999,sea,bead,True,5.703125
32000,rocket,rubber band,True,4.4296875
32001,rubber band,rocket,False,-1.078125
32002,country,toaster,True,5.7890625
32003,toaster,country,False,-3.40625
32004,toaster,warehouse,False,-3.453125
32005,warehouse,toaster,True,5.59375
32006,broiler,squirrel,True,2.375
32007,squirrel,broiler,False,-1.40625
32008,house,stop sign,True,2.609375
32009,stop sign,house,False,-2.03125
32010,frog,flea,True,4.9296875
32011,flea,frog,False,-2.078125
32012,needle,booster rocket,False,-2.578125
32013,booster rocket,needle,True,4.1484375
32014,spider,dog,False,-1.015625
32015,dog,spider,True,4.65625
32016,peeler,lake,False,-2.03125
32017,lake,peeler,True,1.828125
32018,lamppost,pinhead,True,3.078125
32019,pinhead,lamppost,False,-2.328125
32020,theater,hedgehog,True,1.640625
32021,hedgehog,theater,False,-2.625
32022,flower,dune,False,-0.390625
32023,dune,flower,True,3.546875
32024,forest,dam,True,3.6875
32025,dam,forest,False,-0.578125
32026,dolphin,sloth,True,1.765625
32027,sloth,dolphin,False,-2.0
32028,roller skates,microwave,True,3.40625
32029,microwave,roller skates,False,-1.25
32030,toaster oven,log,False,-0.203125
32031,log,toaster oven,True,4.546875
32032,lawn mower,neon tetra,True,0.59375
32033,neon tetra,lawn mower,False,-3.875
32034,gecko,dust mite,True,2.0625
32035,dust mite,gecko,False,-2.390625
32036,tugboat,almond,False,-2.171875
32037,almond,tugboat,True,1.484375
32038,barn,ocean liner,False,-2.0
32039,ocean liner,barn,True,2.78125
32040,chinchilla,church,False,-2.0625
32041,church,chinchilla,True,2.0
32042,canyon,toolshed,True,4.2734375
32043,toolshed,canyon,False,-3.421875
32044,grasshopper,rhinoceros,False,-3.234375
32045,rhinoceros,grasshopper,True,5.1484375
32046,parade float,fig,False,-0.859375
32047,fig,parade float,True,3.2734375
32048,bush,sea urchin,True,3.640625
32049,sea urchin,bush,False,-0.390625
32050,yacht,kitchen utensil holder,True,2.453125
32051,kitchen utensil holder,yacht,False,-2.28125
32052,shovel,river barge,False,-0.59375
32053,river barge,shovel,True,3.65625
32054,semi trailer,go kart,True,1.5625
32055,go kart,semi trailer,False,-3.75
32056,stick,stadium,False,-0.0625
32057,stadium,stick,True,5.1796875
32058,beach,lamppost,True,5.09375
32059,lamppost,beach,False,-2.390625
32060,gnocchi,pineapple,False,-3.40625
32061,pineapple,gnocchi,True,1.1875
32062,angelfish,pie dish,True,3.421875
32063,pie dish,angelfish,False,-1.046875
32064,ping pong ball,baking sheet,False,-1.9375
32065,baking sheet,ping pong ball,True,1.734375
32066,marmoset,tundra,False,-2.78125
32067,tundra,marmoset,True,1.8125
32068,cereal flake,gulf,False,-0.46875
32069,gulf,cereal flake,True,3.46875
32070,lizard,crayon,True,3.546875
32071,crayon,lizard,False,-0.59375
32072,canoe,statue,False,-1.0625
32073,statue,canoe,True,4.2734375
32074,masher,scooter,True,3.3125
32075,scooter,masher,False,-0.3125
32076,fire station,platypus,True,3.5
32077,platypus,fire station,False,-1.671875
32078,highway,garage,True,4.828125
32079,garage,highway,False,-2.34375
32080,ambulance,limpet,True,1.859375
32081,limpet,ambulance,False,-2.359375
32082,snowboard,scissors,True,3.078125
32083,scissors,snowboard,False,-1.125
32084,raccoon,building,False,-4.125
32085,building,raccoon,True,3.671875
32086,multicellular organism,dust mite,True,4.7890625
32087,dust mite,multicellular organism,False,-2.796875
32088,flea,gibbon,False,-3.203125
32089,gibbon,flea,True,2.78125
32090,yacht,jet ski,True,3.46875
32091,jet ski,yacht,False,-3.015625
32092,mailbox,province,False,-2.78125
32093,province,mailbox,True,2.859375
32094,pumpkin,guppy,True,2.84375
32095,guppy,pumpkin,False,-2.03125
32096,French fry,railroad,False,-1.84375
32097,railroad,French fry,True,3.40625
32098,ocean liner,duck,True,3.34375
32099,duck,ocean liner,False,-2.421875
32100,stapler,post office,False,-2.171875
32101,post office,stapler,True,3.625
32102,volcano,lizard,True,4.484375
32103,lizard,volcano,False,-1.84375
32104,squirrel monkey,chimpanzee,False,-1.828125
32105,chimpanzee,squirrel monkey,True,4.265625
32106,ladybug,moose,False,-3.9375
32107,moose,ladybug,True,3.25
32108,pea pod,photo,False,-1.59375
32109,photo,pea pod,True,3.328125
32110,tetra,scorpion,True,4.1171875
32111,scorpion,tetra,False,-0.359375
32112,spoon,stream,False,-0.5625
32113,stream,spoon,True,3.71875
32114,seaplane,stand mixer,True,2.203125
32115,stand mixer,seaplane,False,-2.21875
32116,canyon,doctor's office,True,3.421875
32117,doctor's office,canyon,False,-2.75
32118,pangolin,ocean liner,False,-4.015625
32119,ocean liner,pangolin,True,0.203125
32120,phone,bee,True,3.46875
32121,bee,phone,False,-0.5
32122,abalone,tenrec,True,2.375
32123,tenrec,abalone,False,-1.65625
32124,sandbox,kayak,True,2.5
32125,kayak,sandbox,False,-2.25
32126,country,rainbow trout,True,1.828125
32127,rainbow trout,country,False,-2.109375
32128,university,frog,True,3.21875
32129,frog,university,False,-2.25
32130,baby carrot,blueberry,False,-0.578125
32131,blueberry,baby carrot,True,3.875
32132,cheese grater,jumbo jet,False,-3.34375
32133,jumbo jet,cheese grater,True,0.265625
32134,meteor,peanut,True,6.2734375
32135,peanut,meteor,False,-0.90625
32136,galaxy,pizza cutter,True,3.15625
32137,pizza cutter,galaxy,False,-2.765625
32138,chicken,ant,True,4.84375
32139,ant,chicken,False,-2.609375
32140,chipmunk,hare,False,-1.671875
32141,hare,chipmunk,True,4.015625
32142,whisk,tree,False,-1.5
32143,tree,whisk,True,2.5
32144,fire truck,laptop,True,4.546875
32145,laptop,fire truck,False,-1.375
32146,state,beetle,True,4.640625
32147,beetle,state,False,-1.9375
32148,dog,seaplane,False,-0.390625
32149,seaplane,dog,True,3.578125
32150,galaxy,guinea pig,True,4.1875
32151,guinea pig,galaxy,False,-3.90625
32152,baboon,catfish,True,3.25
32153,catfish,baboon,False,-2.734375
32154,calculator,tundra,False,-1.078125
32155,tundra,calculator,True,4.296875
32156,tablet,galaxy cluster,False,-2.671875
32157,galaxy cluster,tablet,True,2.5625
32158,flea,silo,False,-1.28125
32159,silo,flea,True,4.8359375
32160,cow,peeler,True,2.71875
32161,peeler,cow,False,-1.015625
32162,mouse,blue whale,False,-3.421875
32163,blue whale,mouse,True,6.34375
32164,printer,grapes,False,-2.765625
32165,grapes,printer,True,2.28125
32166,volcano,knife,True,4.640625
32167,knife,volcano,False,-2.5625
32168,river,baking dish,True,4.6015625
32169,baking dish,river,False,-2.46875
32170,fig,rubber band,True,4.7265625
32171,rubber band,fig,False,-0.671875
32172,blue whale,crockpot,True,5.03125
32173,crockpot,blue whale,False,-1.0625
32174,fighter jet,tower,False,-0.078125
32175,tower,fighter jet,True,4.234375
32176,crosswalk,rake,True,3.578125
32177,rake,crosswalk,False,-0.5
32178,Grain of sand,galaxy,False,-2.296875
32179,galaxy,Grain of sand,True,3.65625
32180,spatula,house,False,-4.453125
32181,house,spatula,True,2.625
32182,walnut,fly,True,4.65625
32183,fly,walnut,False,-2.71875
32184,bead,galaxy cluster,False,-2.4375
32185,galaxy cluster,bead,True,2.90625
32186,stapler,food scale,False,-0.015625
32187,food scale,stapler,True,5.1328125
32188,swordfish,red panda,True,2.484375
32189,red panda,swordfish,False,-1.703125
32190,beach,coin,True,2.890625
32191,coin,beach,False,-1.578125
32192,pumpkin,inchworm,True,4.125
32193,inchworm,pumpkin,False,-2.046875
32194,cliff,roasting pan,True,3.640625
32195,roasting pan,cliff,False,-1.21875
32196,light fixture,pier,False,-0.609375
32197,pier,light fixture,True,3.71875
32198,satellite dish,zucchini,True,3.078125
32199,zucchini,satellite dish,False,-1.828125
32200,crutches,ambulance,False,-1.78125
32201,ambulance,crutches,True,2.3125
32202,triplex,paper weight,True,3.7265625
32203,paper weight,triplex,False,-0.375
32204,rhino,pizza cutter,True,2.90625
32205,pizza cutter,rhino,False,-2.921875
32206,frog,bulldozer,False,-1.125
32207,bulldozer,frog,True,3.671875
32208,coati,ping pong ball,True,2.53125
32209,ping pong ball,coati,False,-1.21875
32210,pier,ambulance,True,3.296875
32211,ambulance,pier,False,-1.0625
32212,rubber ducky,lake,False,-2.84375
32213,lake,rubber ducky,True,4.71875
32214,van,zucchini,True,3.9375
32215,zucchini,van,False,-1.59375
32216,log,measuring cups,True,4.5703125
32217,measuring cups,log,False,-0.515625
32218,meteor,sloth,True,3.421875
32219,sloth,meteor,False,-0.1875
32220,laptop,flash drive,True,0.671875
32221,flash drive,laptop,False,-3.65625
32222,office building,scorpion,True,2.390625
32223,scorpion,office building,False,-2.75
32224,hippo,weasel,True,6.0625
32225,weasel,hippo,False,-4.765625
32226,baking sheet,garage,False,-3.671875
32227,garage,baking sheet,True,2.203125
32228,virus,metropolis,False,-2.265625
32229,metropolis,virus,True,2.21875
32230,multicellular organism,pizza cutter,True,4.453125
32231,pizza cutter,multicellular organism,False,-0.5625
32232,hand mixer,church,False,-2.78125
32233,church,hand mixer,True,3.5625
32234,cupcake,galaxy cluster,False,-2.15625
32235,galaxy cluster,cupcake,True,3.625
32236,kitchen utensil holder,banana tree,False,-1.265625
32237,banana tree,kitchen utensil holder,True,3.8125
32238,floor tile,chopstick,True,4.3125
32239,chopstick,floor tile,False,-0.8125
32240,watch,caterpillar,True,3.59375
32241,caterpillar,watch,False,-0.84375
