,a,b,label,logit_diff
40368,rake,needle,True,4.4375
40369,needle,rake,False,-0.0625
40370,continent,motorcycle,True,1.390625
40371,motorcycle,continent,False,-3.875
40372,cupcake,pond,False,-1.6875
40373,pond,cupcake,True,3.984375
40374,football stadium,bandage,True,0.015625
40375,bandage,football stadium,False,-3.90625
40376,pizza cutter,lighthouse,False,-1.875
40377,lighthouse,pizza cutter,True,3.296875
40378,slow cooker,temple,False,-0.8125
40379,temple,slow cooker,True,3.34375
40380,parking meter,boulder,False,-1.5
40381,boulder,parking meter,True,4.7265625
40382,kennel,blue whale,False,-1.4375
40383,blue whale,kennel,True,4.828125
40384,great white shark,sea cucumber,True,4.3125
40385,sea cucumber,great white shark,False,-4.125
40386,flag pole,human head,True,3.1875
40387,human head,flag pole,False,-0.453125
40388,uakari,eraser,True,3.59375
40389,eraser,uakari,False,-0.28125
40390,goldfish,capuchin,False,-3.5625
40391,capuchin,goldfish,True,1.046875
40392,porcupine,hippopotamus,False,-2.875
40393,hippopotamus,porcupine,True,6.0078125
40394,sea,starfish,True,4.46875
40395,starfish,sea,False,-2.9375
40396,factory,skillet,True,3.390625
40397,skillet,factory,False,-1.421875
40398,castle,sea cucumber,True,2.859375
40399,sea cucumber,castle,False,-1.578125
40400,barn,skewer,True,2.25
40401,skewer,barn,False,-1.59375
40402,hand mixer,wok,False,-1.6875
40403,wok,hand mixer,True,2.3125
40404,fly,university,False,-2.84375
40405,university,fly,True,2.78125
40406,dwarf lemur,beach,False,-2.40625
40407,beach,dwarf lemur,True,1.53125
40408,dock,pill bug,True,3.34375
40409,pill bug,dock,False,-0.953125
40410,housefly,tugboat,False,-3.453125
40411,tugboat,housefly,True,1.984375
40412,soybean,napkin,True,3.46875
40413,napkin,soybean,False,-1.59375
40414,hippo,stapler,True,4.453125
40415,stapler,hippo,False,-1.859375
40416,truck,doghouse,True,5.0390625
40417,doghouse,truck,False,-2.5
40418,grain of salt,passenger jet,False,-2.296875
40419,passenger jet,grain of salt,True,1.578125
40420,ambulance,ant,True,4.109375
40421,ant,ambulance,False,-1.015625
40422,millipede,opossum,False,-3.75
40423,opossum,millipede,True,2.1875
40424,surge protector,pinhead,True,2.421875
40425,pinhead,surge protector,False,-1.921875
40426,dog,clam,True,3.5
40427,clam,dog,False,-0.40625
40428,rowboat,book,False,-0.828125
40429,book,rowboat,True,4.21875
40430,squid,blueberry,False,-1.65625
40431,blueberry,squid,True,2.28125
40432,planet,dwarf lemur,True,2.25
40433,dwarf lemur,planet,False,-2.921875
40434,parliament,newspaper,True,3.546875
40435,newspaper,parliament,False,-0.296875
40436,neutron,crayon,True,3.6796875
40437,crayon,neutron,False,-1.28125
40438,dust mite,factory,False,-3.0
40439,factory,dust mite,True,3.703125
40440,county,binder clip,True,3.484375
40441,binder clip,county,False,-1.609375
40442,squirrel,bicycle,False,-2.46875
40443,bicycle,squirrel,True,1.578125
40444,newt,jumbo jet,False,-3.328125
40445,jumbo jet,newt,True,0.453125
40446,ocean,kitchen utensil holder,True,5.546875
40447,kitchen utensil holder,ocean,False,-4.34375
40448,parking structure,sea,False,-1.953125
40449,sea,parking structure,True,4.4453125
40450,swing set,peanut,True,4.140625
40451,peanut,swing set,False,-1.171875
40452,catfish,angelfish,False,-0.46875
40453,angelfish,catfish,True,3.65625
40454,macaque,hedgehog,True,5.0625
40455,hedgehog,macaque,False,-0.453125
40456,fire hydrant,pier,False,-0.921875
40457,pier,fire hydrant,True,5.6328125
40458,canoe,highway,False,-3.15625
40459,highway,canoe,True,3.421875
40460,booster rocket,fridge,True,5.125
40461,fridge,booster rocket,False,-0.890625
40462,ocean,sidewalk,True,4.3125
40463,sidewalk,ocean,False,-3.234375
40464,observable universe,pressure cooker,True,3.890625
40465,pressure cooker,observable universe,False,-2.328125
40466,capuchin,weasel,True,3.921875
40467,weasel,capuchin,False,-1.40625
40468,farm,smart car,True,1.65625
40469,smart car,farm,False,-1.96875
40470,baboon,toad,True,5.390625
40471,toad,baboon,False,-2.734375
40472,crockpot,mall,False,-1.734375
40473,mall,crockpot,True,2.140625
40474,cosmic web,mausoleum,True,5.1640625
40475,mausoleum,cosmic web,False,-1.828125
40476,tower,chameleon,True,3.15625
40477,chameleon,tower,False,-0.796875
40478,canyon,clock,True,3.140625
40479,clock,canyon,False,-0.53125
40480,bonobo,squirrel monkey,True,4.8671875
40481,squirrel monkey,bonobo,False,-0.546875
40482,castle,vase,True,4.9765625
40483,vase,castle,False,-0.953125
40484,orange,passenger jet,False,-0.6875
40485,passenger jet,orange,True,3.6171875
40486,pick up truck,shipping container,False,-1.3125
40487,shipping container,pick up truck,True,3.8125
40488,galaxy,trivet,True,1.84375
40489,trivet,galaxy,False,-2.34375
40490,light fixture,tree,False,-0.8125
40491,tree,light fixture,True,5.765625
40492,hand mixer,blimp,False,-0.90625
40493,blimp,hand mixer,True,3.484375
40494,pencil,pineapple,False,-1.9375
40495,pineapple,pencil,True,6.03125
40496,hemisphere,potato,True,2.71875
40497,potato,hemisphere,False,-1.453125
40498,fortress,state,False,-1.1875
40499,state,fortress,True,4.96875
40500,rubber ducky,sandbox,False,-1.078125
40501,sandbox,rubber ducky,True,3.9296875
40502,lighthouse,rabbit,True,1.90625
40503,rabbit,lighthouse,False,-1.875
40504,suburb,insectivorous bat,True,1.59375
40505,insectivorous bat,suburb,False,-2.25
40506,water tower,forklift,True,3.78125
40507,forklift,water tower,False,-0.265625
40508,meatball,goldfish,True,3.1875
40509,goldfish,meatball,False,-1.6875
40510,picnic table,fountain,False,-0.515625
40511,fountain,picnic table,True,4.2109375
40512,river,broccoli,True,2.171875
40513,broccoli,river,False,-1.875
40514,toy car,salmon,False,-2.140625
40515,salmon,toy car,True,6.1171875
40516,pill bug,orange,False,-2.984375
40517,orange,pill bug,True,5.4453125
40518,food processor,sea,False,-2.234375
40519,sea,food processor,True,3.4453125
40520,watch,blue whale,False,-0.734375
40521,blue whale,watch,True,2.953125
40522,moon,shelf,True,2.5625
40523,shelf,moon,False,-2.75
40524,push pin,guenon,False,-1.046875
40525,guenon,push pin,True,3.5390625
40526,cereal flake,sea,False,-1.8125
40527,sea,cereal flake,True,3.390625
40528,rhino,townhouse,True,1.3125
40529,townhouse,rhino,False,-4.015625
40530,house,vampire bat,True,2.984375
40531,vampire bat,house,False,-0.859375
40532,windmill,pizza cutter,True,3.78125
40533,pizza cutter,windmill,False,-0.859375
40534,neon tetra,sifaka,False,-3.53125
40535,sifaka,neon tetra,True,1.515625
40536,breadcrumb,numbat,False,-0.59375
40537,numbat,breadcrumb,True,3.359375
40538,star,fortress,True,4.7890625
40539,fortress,star,False,-1.015625
40540,beach,flower,True,2.765625
40541,flower,beach,False,-1.71875
40542,swing set,measuring spoon,True,1.96875
40543,measuring spoon,swing set,False,-1.703125
40544,mushroom,school,False,-0.421875
40545,school,mushroom,True,3.546875
40546,lawn mower,indri,False,-1.1875
40547,indri,lawn mower,True,2.5625
40548,pencil,stand mixer,False,-0.328125
40549,stand mixer,pencil,True,3.546875
40550,crocodile,hedgehog,True,5.3515625
40551,hedgehog,crocodile,False,-1.25
40552,province,restaurant,True,2.421875
40553,restaurant,province,False,-1.71875
40554,pinhead,market,False,-1.578125
40555,market,pinhead,True,4.1875
40556,elephant,pressure cooker,True,4.625
40557,pressure cooker,elephant,False,-3.203125
40558,drone,sportive lemur,False,-1.5625
40559,sportive lemur,drone,True,2.0625
40560,spoon,corn,False,-0.140625
40561,corn,spoon,True,4.125
40562,triplex,pizza cutter,True,2.84375
40563,pizza cutter,triplex,False,-0.84375
40564,needle,potato,False,-1.875
40565,potato,needle,True,3.09375
40566,universe,fourplex,True,4.921875
40567,fourplex,universe,False,-2.328125
40568,almond,candle,True,3.140625
40569,candle,almond,False,-0.71875
40570,Lego brick,camper,False,-1.234375
40571,camper,Lego brick,True,3.28125
40572,train station,light fixture,True,4.078125
40573,light fixture,train station,False,-2.5625
40574,flea,house,False,-3.875
40575,house,flea,True,5.5546875
40576,state,cupcake,True,4.1015625
40577,cupcake,state,False,-1.3125
40578,blueberry,Grain of sand,True,2.9375
40579,Grain of sand,blueberry,False,-2.359375
40580,kangaroo,cricket,True,1.328125
40581,cricket,kangaroo,False,-2.484375
40582,minnow,shelf,False,-2.890625
40583,shelf,minnow,True,0.75
40584,ape,go kart,True,3.34375
40585,go kart,ape,False,-1.578125
40586,virus,cell,False,-2.765625
40587,cell,virus,True,3.375
40588,alligator,lemming,True,2.8125
40589,lemming,alligator,False,-3.5625
40590,snail,primate,False,-3.75
40591,primate,snail,True,3.140625
40592,birdhouse,highway,False,-1.890625
40593,highway,birdhouse,True,4.21875
40594,galaxy,alpaca,True,3.734375
40595,alpaca,galaxy,False,-2.390625
40596,football,measuring cups,True,2.78125
40597,measuring cups,football,False,-1.15625
40598,pill bug,proboscis monkey,False,-2.3125
40599,proboscis monkey,pill bug,True,1.953125
40600,glacier,pangolin,True,4.875
40601,pangolin,glacier,False,-2.328125
40602,kernel of corn,galaxy,False,-2.015625
40603,galaxy,kernel of corn,True,2.59375
40604,runway,pinhead,True,4.03125
40605,pinhead,runway,False,-2.1875
40606,virus,bean,False,-1.8125
40607,bean,virus,True,2.171875
40608,clinic,push pin,True,2.09375
40609,push pin,clinic,False,-2.15625
40610,cabinet,fire truck,False,-0.046875
40611,fire truck,cabinet,True,3.9375
40612,fruit bat,pygmy mouse lemur,True,2.953125
40613,pygmy mouse lemur,fruit bat,False,-0.96875
40614,uakari,drone,True,3.21875
40615,drone,uakari,False,-1.28125
40616,hill,townhouse,True,4.2734375
40617,townhouse,hill,False,-0.8125
40618,ATV,sedan,True,3.4375
40619,sedan,ATV,False,-0.515625
40620,turkey,peeler,True,2.609375
40621,peeler,turkey,False,-1.4375
40622,growler,toy car,True,5.0625
40623,toy car,growler,False,-0.8125
40624,frog,guppy,True,2.25
40625,guppy,frog,False,-2.5625
40626,rhino,crockpot,True,1.46875
40627,crockpot,rhino,False,-2.484375
40628,porcupine,runway,False,-2.578125
40629,runway,porcupine,True,1.421875
40630,barn,butterfly,True,0.578125
40631,butterfly,barn,False,-3.03125
40632,excavator,brussel sprout,True,2.21875
40633,brussel sprout,excavator,False,-3.109375
40634,housefly,chicken wing,False,-0.125
40635,chicken wing,housefly,True,4.4453125
40636,galaxy,apartment building,True,5.2109375
40637,apartment building,galaxy,False,-2.78125
40638,donkey,harvester,False,-1.1875
40639,harvester,donkey,True,3.515625
40640,scallop,pinhead,True,3.59375
40641,pinhead,scallop,False,-0.390625
40642,armadillo,gorilla,False,-3.421875
40643,gorilla,armadillo,True,4.8515625
40644,sea urchin,needle,True,3.296875
40645,needle,sea urchin,False,-1.90625
40646,crane,star,False,-1.1875
40647,star,crane,True,5.84375
40648,brussel sprout,artwork,False,-1.921875
40649,artwork,brussel sprout,True,2.640625
40650,rubber ducky,bowling ball,False,-0.609375
40651,bowling ball,rubber ducky,True,4.25
40652,baboon,pylon,True,4.453125
40653,pylon,baboon,False,-1.671875
40654,RV,microscope,True,1.75
40655,microscope,RV,False,-2.75
40656,lobster,plane,False,-1.6875
40657,plane,lobster,True,2.953125
40658,binder clip,neighborhood,False,-1.953125
40659,neighborhood,binder clip,True,2.703125
40660,tuk tuk,tree,False,-0.421875
40661,tree,tuk tuk,True,4.671875
40662,railroad,helicopter,True,3.921875
40663,helicopter,railroad,False,-0.171875
40664,football stadium,measuring cups,True,1.703125
40665,measuring cups,football stadium,False,-3.375
40666,kinkajou,indri,False,-0.09375
40667,indri,kinkajou,True,4.8671875
40668,crayon,tulip,False,-0.53125
40669,tulip,crayon,True,4.03125
40670,bench,temple,False,-0.484375
40671,temple,bench,True,4.40625
40672,fig,strainer,True,4.109375
40673,strainer,fig,False,-1.53125
40674,deer,dwarf lemur,True,4.234375
40675,dwarf lemur,deer,False,-2.734375
40676,langur,tugboat,True,3.296875
40677,tugboat,langur,False,-2.390625
40678,moon,ferret,True,1.125
40679,ferret,moon,False,-3.515625
40680,tugboat,seaplane,False,-1.34375
40681,seaplane,tugboat,True,4.3125
40682,capybara,salamander,True,3.671875
40683,salamander,capybara,False,-2.609375
40684,store,speedboat,True,4.59375
40685,speedboat,store,False,-2.265625
40686,continent,pizza stone,True,1.421875
40687,pizza stone,continent,False,-3.703125
40688,tree,measuring spoon,True,4.3671875
40689,measuring spoon,tree,False,-2.953125
40690,booster rocket,deer,True,3.640625
40691,deer,booster rocket,False,-1.53125
40692,tadpole,cookies,False,-2.125
40693,cookies,tadpole,True,1.96875
40694,moose,krill,True,1.765625
40695,krill,moose,False,-4.25
40696,swing set,pea,True,3.296875
40697,pea,swing set,False,-2.0
40698,rhinoceros,armadillo,True,5.6015625
40699,armadillo,rhinoceros,False,-3.90625
40700,fly,echidna,False,-1.953125
40701,echidna,fly,True,2.5625
40702,tractor,strainer,True,2.671875
40703,strainer,tractor,False,-1.953125
40704,indri,soap dispenser,True,3.140625
40705,soap dispenser,indri,False,-1.515625
40706,tadpole,market,False,-1.9375
40707,market,tadpole,True,2.828125
40708,county,pill bug,True,2.078125
40709,pill bug,county,False,-3.078125
40710,wall tile,large house,False,-0.390625
40711,large house,wall tile,True,3.296875
40712,minnow,broiler,False,-2.15625
40713,broiler,minnow,True,1.859375
40714,alligator,neighborhood,False,-2.578125
40715,neighborhood,alligator,True,2.296875
40716,building,ferret,True,1.0
40717,ferret,building,False,-4.3125
40718,sea urchin,humpback whale,False,-4.46875
40719,humpback whale,sea urchin,True,3.90625
40720,sea snail,primate,False,-2.390625
40721,primate,sea snail,True,2.203125
40722,power pole,planet,False,-4.09375
40723,planet,power pole,True,3.734375
40724,couscous,goldfish,True,1.53125
40725,goldfish,couscous,False,-2.453125
40726,human head,flash drive,True,2.03125
40727,flash drive,human head,False,-2.140625
40728,dust mite,skewer,False,-1.453125
40729,skewer,dust mite,True,2.796875
40730,uakari,bandicoot,True,3.171875
40731,bandicoot,uakari,False,-0.96875
40732,neighborhood,forklift,True,1.90625
40733,forklift,neighborhood,False,-2.40625
40734,blue whale,storefront,True,3.265625
40735,storefront,blue whale,False,-1.46875
40736,university,saucepan,True,3.8125
40737,saucepan,university,False,-2.140625
40738,French fry,chicken,False,-2.515625
40739,chicken,French fry,True,3.890625
40740,shrew,stadium,False,-2.828125
40741,stadium,shrew,True,0.9375
40742,tugboat,bay,False,-2.09375
40743,bay,tugboat,True,4.0078125
40744,dam,oven,True,4.1484375
40745,oven,dam,False,-0.59375
40746,grasshopper,car,False,-0.5625
40747,car,grasshopper,True,4.4765625
40748,ladybug,star,False,-0.640625
40749,star,ladybug,True,4.765625
40750,tundra,peanut,True,4.75
40751,peanut,tundra,False,-2.1875
40752,grape tomato,pasta,False,-0.40625
40753,pasta,grape tomato,True,4.5390625
40754,mall,French fry,True,2.640625
40755,French fry,mall,False,-2.1875
40756,chipmunk,vervet,False,-1.015625
40757,vervet,chipmunk,True,3.4375
40758,wolverine,caterpillar,True,3.25
40759,caterpillar,wolverine,False,-0.71875
40760,meteor,chameleon,True,4.7734375
40761,chameleon,meteor,False,-1.546875
40762,farm,water tower,True,3.0625
40763,water tower,farm,False,-1.0625
40764,farm,pond,True,3.7265625
40765,pond,farm,False,-0.1875
40766,candle,farm,False,-2.890625
40767,farm,candle,True,1.234375
40768,small house,ocean,False,-3.34375
40769,ocean,small house,True,6.1640625
40770,humpback whale,mushroom cap,True,2.671875
40771,mushroom cap,humpback whale,False,-2.703125
40772,phone,semi trailer,False,-2.6875
40773,semi trailer,phone,True,2.5625
40774,chopstick,numbat,False,-1.03125
40775,numbat,chopstick,True,3.8203125
40776,weasel,gibbon,False,-2.171875
40777,gibbon,weasel,True,3.046875
40778,floor tile,pasture,False,-1.546875
40779,pasture,floor tile,True,2.953125
40780,space shuttle,mouse,True,4.171875
40781,mouse,space shuttle,False,-2.28125
40782,jellyfish,observable universe,False,-0.703125
40783,observable universe,jellyfish,True,3.5625
40784,measuring cups,pinhead,True,3.46875
40785,pinhead,measuring cups,False,-2.4375
40786,tractor,humpback whale,False,-0.453125
40787,humpback whale,tractor,True,3.515625
40788,planet,mollie,True,0.96875
40789,mollie,planet,False,-2.953125
40790,roller skates,calculator,True,3.671875
40791,calculator,roller skates,False,-0.4375
40792,pencil,rice,False,-0.21875
40793,rice,pencil,True,5.390625
40794,rubber ducky,car,False,-2.953125
40795,car,rubber ducky,True,4.7578125
40796,soccer ball,raisin,True,4.15625
40797,raisin,soccer ball,False,-1.265625
40798,chipmunk,bay,False,-1.6875
40799,bay,chipmunk,True,2.390625
40800,mailbox,semi trailer,False,-3.4375
40801,semi trailer,mailbox,True,2.234375
40802,push pin,hippopotamus,False,-1.65625
40803,hippopotamus,push pin,True,4.15625
40804,theater,vase,True,2.984375
40805,vase,theater,False,-1.46875
40806,island,chicken nugget,True,4.1484375
40807,chicken nugget,island,False,-0.75
40808,peanut,tetra,False,-0.9375
40809,tetra,peanut,True,4.421875
40810,scissors,dog,False,-0.171875
40811,dog,scissors,True,4.46875
40812,sportive lemur,planet,False,-2.546875
40813,planet,sportive lemur,True,2.1875
40814,whale,swordfish,True,5.2578125
40815,swordfish,whale,False,-0.3125
40816,metropolis,mall,True,4.5859375
40817,mall,metropolis,False,-2.40625
40818,food scale,semi truck,False,-1.75
40819,semi truck,food scale,True,2.234375
40820,pencil,space station,False,-1.59375
40821,space station,pencil,True,4.671875
40822,deer,skillet,True,2.484375
40823,skillet,deer,False,-2.28125
40824,car,pangolin,True,4.0625
40825,pangolin,car,False,-1.203125
40826,blue whale,onion ring,True,2.765625
40827,onion ring,blue whale,False,-2.8125
40828,oil tanker,star,False,-2.125
40829,star,oil tanker,True,3.8125
40830,baking dish,space station,False,-1.234375
40831,space station,baking dish,True,2.65625
40832,pie dish,fire truck,False,-0.765625
40833,fire truck,pie dish,True,3.6875
40834,rubber ducky,cabinet,False,-0.296875
40835,cabinet,rubber ducky,True,3.34375
40836,bus station,cosmic web,False,-2.640625
40837,cosmic web,bus station,True,3.0625
40838,growler,soap dispenser,True,3.7890625
40839,soap dispenser,growler,False,-1.203125
40840,slice of apple,universe,False,-2.15625
40841,universe,slice of apple,True,2.625
40842,mouse,tree,False,-4.140625
40843,tree,mouse,True,5.4140625
40844,hemisphere,scorpion,True,5.203125
40845,scorpion,hemisphere,False,-2.515625
40846,cake pan,rhinoceros,False,-1.703125
40847,rhinoceros,cake pan,True,4.4453125
40848,stream,squirrel,True,2.34375
40849,squirrel,stream,False,-1.796875
40850,marmoset,ocean,False,-4.453125
40851,ocean,marmoset,True,3.25
40852,dishwasher,cliff,False,-1.90625
40853,cliff,dishwasher,True,3.46875
40854,jet ski,warehouse,False,-4.015625
40855,warehouse,jet ski,True,0.4375
40856,chameleon,volcano,False,-2.8125
40857,volcano,chameleon,True,4.765625
40858,abalone,speedboat,True,2.359375
40859,speedboat,abalone,False,-2.140625
40860,bulldozer,lawn mower,True,5.5703125
40861,lawn mower,bulldozer,False,-0.765625
40862,forest,shelf,True,5.28125
40863,shelf,forest,False,-2.578125
40864,chameleon,sea,False,-2.578125
40865,sea,chameleon,True,4.3515625
40866,fighter jet,saucepan,True,2.875
40867,saucepan,fighter jet,False,-2.28125
40868,rainbow trout,paper clip,True,4.4296875
40869,paper clip,rainbow trout,False,-0.671875
40870,toy car,colobus,False,-2.28125
40871,colobus,toy car,True,5.0234375
40872,grain of rice,dam,False,-1.203125
40873,dam,grain of rice,True,3.125
40874,pinhead,fighter jet,False,-2.421875
40875,fighter jet,pinhead,True,2.9375
40876,cheese grater,ambulance,False,-2.328125
40877,ambulance,cheese grater,True,2.921875
40878,beaver,humpback whale,False,-3.015625
40879,humpback whale,beaver,True,3.796875
40880,flying fox,chicken nugget,True,5.375
40881,chicken nugget,flying fox,False,-0.46875
40882,jungle,push pin,True,2.21875
40883,push pin,jungle,False,-2.859375
40884,peeler,rhinoceros,False,-2.359375
40885,rhinoceros,peeler,True,2.5625
40886,soap dispenser,sifaka,False,-1.890625
40887,sifaka,soap dispenser,True,2.875
40888,chopstick,pie dish,False,-2.09375
40889,pie dish,chopstick,True,4.9453125
40890,warehouse,mouse,True,3.71875
40891,mouse,warehouse,False,-4.109375
40892,snail,muskrat,False,-2.40625
40893,muskrat,snail,True,1.828125
40894,excavator,booster rocket,False,-1.609375
40895,booster rocket,excavator,True,2.265625
40896,French fry,RV,False,-1.703125
40897,RV,French fry,True,2.5
40898,grapes,rubber band,True,3.25
40899,rubber band,grapes,False,-0.71875
40900,crane,snail,True,4.3125
40901,snail,crane,False,-2.796875
40902,slow cooker,lake,False,-2.328125
40903,lake,slow cooker,True,4.2421875
40904,baboon,biplane,True,1.703125
40905,biplane,baboon,False,-2.40625
40906,store,bulldozer,True,3.3125
40907,bulldozer,store,False,-0.828125
40908,dune,kennel,True,5.3671875
40909,kennel,dune,False,-0.8125
40910,cow,sea slug,True,4.0
40911,sea slug,cow,False,-0.359375
40912,planet,elephant shrew,True,4.9921875
40913,elephant shrew,planet,False,-2.921875
40914,centipede,flea,True,4.984375
40915,flea,centipede,False,-0.875
40916,minnow,fire station,False,-3.40625
40917,fire station,minnow,True,3.28125
40918,canyon,bowling ball,True,3.734375
40919,bowling ball,canyon,False,-2.796875
40920,pick up truck,oak tree,False,-1.59375
40921,oak tree,pick up truck,True,5.421875
40922,rhino,vampire bat,True,3.359375
40923,vampire bat,rhino,False,-3.234375
40924,pizza slice,dam,False,-0.375
40925,dam,pizza slice,True,4.203125
40926,red panda,great white shark,False,-3.328125
40927,great white shark,red panda,True,1.09375
40928,kangaroo,potato,True,2.875
40929,potato,kangaroo,False,-1.203125
40930,coral,leaf,True,4.4453125
40931,leaf,coral,False,-0.671875
40932,weasel,owl monkey,False,-1.234375
40933,owl monkey,weasel,True,3.140625
40934,clock,humans,False,-1.796875
40935,humans,clock,True,2.359375
40936,minnow,mole,False,-1.203125
40937,mole,minnow,True,4.3984375
40938,stethoscope,cow,False,-1.578125
40939,cow,stethoscope,True,3.140625
40940,tadpole,humpback whale,False,-3.515625
40941,humpback whale,tadpole,True,1.953125
40942,cricket,squirrel,True,3.046875
40943,squirrel,cricket,False,-1.515625
40944,container ship,rolling pin,True,2.171875
40945,rolling pin,container ship,False,-2.28125
40946,rocket,worm,True,3.84375
40947,worm,rocket,False,-3.28125
40948,tower,scorpion,True,5.1328125
40949,scorpion,tower,False,-1.25
40950,state,vole,True,2.890625
40951,vole,state,False,-1.796875
40952,pizza stone,calculator,True,4.578125
40953,calculator,pizza stone,False,-0.3125
40954,highway,hedgehog,True,3.546875
40955,hedgehog,highway,False,-2.0
40956,toaster,capital building,False,-2.6875
40957,capital building,toaster,True,6.2734375
40958,kitchen utensil holder,chapel,False,-2.125
40959,chapel,kitchen utensil holder,True,1.765625
40960,whale,shrub,True,4.7109375
40961,shrub,whale,False,-1.734375
40962,pond,staple remover,True,2.296875
40963,staple remover,pond,False,-2.15625
40964,abalone,starfish,True,4.9375
40965,starfish,abalone,False,-1.484375
40966,hippo,marmot,True,4.6171875
40967,marmot,hippo,False,-2.921875
40968,cliff,forest,False,-0.0625
40969,forest,cliff,True,5.3515625
40970,bus,toolshed,True,4.5625
40971,toolshed,bus,False,-1.859375
40972,coati,leaf,True,2.65625
40973,leaf,coati,False,-1.265625
40974,bicycle,car,False,-0.96875
40975,car,bicycle,True,5.6953125
40976,crocodile,meat mallet,True,4.1875
40977,meat mallet,crocodile,False,-1.015625
40978,railroad,skillet,True,4.421875
40979,skillet,railroad,False,-0.84375
40980,space station,elephant shrew,True,3.109375
40981,elephant shrew,space station,False,-1.421875
40982,porcupine,cosmic web,False,-3.265625
40983,cosmic web,porcupine,True,2.265625
40984,bar stool,passenger jet,False,-2.5
40985,passenger jet,bar stool,True,2.375
40986,star,drawer,True,4.171875
40987,drawer,star,False,-1.546875
40988,bee,soccer ball,False,-1.5
40989,soccer ball,bee,True,2.3125
40990,shrew,moose,False,-3.625
40991,moose,shrew,True,5.578125
40992,tree,insectivorous bat,True,3.6953125
40993,insectivorous bat,tree,False,-0.5
40994,whale,coral,True,2.765625
40995,coral,whale,False,-2.3125
40996,microwave,satellite dish,False,-1.09375
40997,satellite dish,microwave,True,3.703125
40998,semi trailer,continent,False,-3.484375
40999,continent,semi trailer,True,0.5
41000,market,measuring spoon,True,2.578125
41001,measuring spoon,market,False,-1.15625
41002,butterfly,multicellular organism,False,-3.8125
41003,multicellular organism,butterfly,True,1.90625
41004,toy car,bus station,False,-3.234375
41005,bus station,toy car,True,4.8984375
41006,capuchin,hippo,False,-1.828125
41007,hippo,capuchin,True,2.625
41008,plankton,humans,False,-4.5703125
41009,humans,plankton,True,0.078125
41010,trout,snail,True,2.578125
41011,snail,trout,False,-3.078125
41012,moth,canyon,False,-4.21875
41013,canyon,moth,True,2.078125
41014,Mars rover,seahorse,True,2.78125
41015,seahorse,Mars rover,False,-1.59375
41016,shrimp,semi truck,False,-4.203125
41017,semi truck,shrimp,True,0.15625
41018,rubber band,car,False,-2.625
41019,car,rubber band,True,4.9296875
41020,planet,spider monkey,True,2.921875
41021,spider monkey,planet,False,-3.640625
41022,snake,pinhead,True,3.09375
41023,pinhead,snake,False,-1.78125
41024,lizard,blue whale,False,-3.265625
41025,blue whale,lizard,True,4.8984375
41026,blue whale,rake,True,4.390625
41027,rake,blue whale,False,-0.375
41028,dune buggy,moose,False,-1.96875
41029,moose,dune buggy,True,2.765625
41030,hand mixer,dam,False,-1.171875
41031,dam,hand mixer,True,4.0078125
41032,island,wheelbarrow,True,3.5625
41033,wheelbarrow,island,False,-2.5
41034,pylon,soap dispenser,True,4.0078125
41035,soap dispenser,pylon,False,-0.609375
41036,fern,bus,False,-3.421875
41037,bus,fern,True,2.140625
41038,cereal flake,gorilla,False,-2.484375
41039,gorilla,cereal flake,True,2.78125
41040,lawn chair,office building,False,-3.0625
41041,office building,lawn chair,True,2.4375
41042,sailboat,cosmic web,False,-2.78125
41043,cosmic web,sailboat,True,2.8125
41044,tractor,garden hose,True,4.59375
41045,garden hose,tractor,False,-0.609375
41046,pick up truck,calculator,True,4.7734375
41047,calculator,pick up truck,False,-0.265625
41048,limpet,ape,False,-3.046875
41049,ape,limpet,True,3.375
41050,primate,fern,True,1.34375
41051,fern,primate,False,-3.109375
41052,country,stream,True,3.96875
41053,stream,country,False,-1.765625
41054,orange,electron,True,1.359375
41055,electron,orange,False,-3.890625
41056,spatula,space shuttle,False,-2.359375
41057,space shuttle,spatula,True,1.5
41058,salmon,cake pan,True,3.171875
41059,cake pan,salmon,False,-1.59375
41060,deer,pizza cutter,True,3.046875
41061,pizza cutter,deer,False,-3.015625
41062,ladybug,car,False,-3.859375
41063,car,ladybug,True,3.03125
41064,jungle,truck,True,3.5078125
41065,truck,jungle,False,-1.5625
41066,Hubble space telescope,pea,True,2.625
41067,pea,Hubble space telescope,False,-2.609375
41068,rubber band,tetra,False,-1.0
41069,tetra,rubber band,True,3.90625
41070,push pin,baking sheet,False,-1.578125
41071,baking sheet,push pin,True,2.34375
41072,crosswalk,paper weight,True,4.15625
41073,paper weight,crosswalk,False,-1.046875
41074,cathedral,scissors,True,3.390625
41075,scissors,cathedral,False,-1.15625
41076,mailbox,tower,False,-0.5
41077,tower,mailbox,True,5.6171875
41078,zucchini,blue whale,False,-2.984375
41079,blue whale,zucchini,True,5.2265625
41080,skillet,bus station,False,-1.671875
41081,bus station,skillet,True,2.5
41082,semi truck,golf cart,True,3.9375
41083,golf cart,semi truck,False,-3.265625
41084,stadium,satellite dish,True,1.96875
41085,satellite dish,stadium,False,-2.34375
41086,whale,sea snail,True,4.640625
41087,sea snail,whale,False,-3.65625
41088,surge protector,train,False,-1.640625
41089,train,surge protector,True,3.40625
41090,ping pong ball,deer,False,-3.921875
41091,deer,ping pong ball,True,2.921875
